Time,SpeedMotor,ErrorValue,SensorAccelerometer
0.018845558166503906,1,nan,nan
0.052518606185913086,1,nan,nan
0.11772513389587402,1,nan,nan
0.16745471954345703,1,2.18,2.18
0.18917441368103027,1,2.18,2.18
0.22040176391601562,1,2.18,2.18
0.2525510787963867,1,2.18,2.18
0.29004621505737305,1,0.01,0.01
0.30527329444885254,1,0.01,0.01
0.3426976203918457,1,0.01,0.01
0.37307071685791016,1,0.01,0.01
0.453571081161499,1,0.0,0.0
0.47991204261779785,1,0.0,0.0
0.5119192600250244,1,0.0,0.0
0.5439260005950928,1,0.0,0.0
0.5834269523620605,1,0.01,0.01
0.6074326038360596,1,0.01,0.01
0.6391696929931641,1,0.01,0.01
0.6700167655944824,1,0.01,0.01
0.710618257522583,1,0.01,0.01
0.7808554172515869,1,0.01,0.01
0.808863639831543,1,0.01,0.01
0.8553118705749512,1,0.01,0.01
0.8927037715911865,1,0.01,0.01
0.9185285568237305,1,0.01,0.01
0.9487717151641846,1,0.01,0.01
0.9800124168395996,1,0.01,0.01
1.0177044868469238,1.00018,0.01,0.01
1.0849583148956299,1.00018,0.01,0.01
1.1190783977508545,1.00018,0.01,0.01
1.1512374877929688,1.00018,0.01,0.01
1.1877696514129639,1.00018,0.01,0.01
1.2127211093902588,1.00018,0.01,0.01
1.2436697483062744,1.00018,0.01,0.01
1.2747406959533691,1.00018,0.01,0.01
1.3134737014770508,1.0,0.0,0.0
1.337679386138916,1.0,0.0,0.0
1.4072256088256836,1.0,0.0,0.0
1.4319970607757568,1.0,0.0,0.0
1.471381664276123,1.0,0.0,0.0
1.4944024085998535,1.0,0.0,0.0
1.5266692638397217,1.0,0.0,0.0
1.5529069900512695,1.0,0.0,0.0
1.5896708965301514,1.0,0.0,0.0
1.613914966583252,1.0,0.0,0.0
1.6460795402526855,1.0,0.0,0.0
1.71958327293396,1.0,0.0,0.0
1.7519545555114746,1.00018,0.01,0.01
1.7727210521697998,1.00018,0.01,0.01
1.8015830516815186,1.00018,0.01,0.01
1.8335859775543213,1.00018,0.01,0.01
1.8742902278900146,1.00018,0.01,0.01
1.89870023727417,1.00018,0.01,0.01
1.9295921325683594,1.00018,0.01,0.01
1.9636061191558838,1.00018,0.01,0.01
2.039823293685913,1.00018,0.01,0.01
2.0845067501068115,1.00018,0.01,0.01
2.1459622383117676,1.00018,0.01,0.01
2.2133731842041016,1.00018,0.01,0.01
2.2877705097198486,1.00018,0.01,0.01
2.344949960708618,1.00018,0.01,0.01
2.446336030960083,1.00018,0.01,0.01
2.484086275100708,1.00018,0.01,0.01
